filename,class,xmin,ymin,xmax,ymax
image_52.jpg,node,40,3,49,21
image_52.jpg,node,19,22,32,32
image_52.jpg,node,9,30,21,42
image_7.jpg,node,11,21,46,50
image_46.jpg,node,2,11,12,23
image_46.jpg,node,3,42,13,50
image_46.jpg,node,9,22,45,50
image_47.jpg,node,5,1,11,10
image_53.jpg,node,28,40,50,50
image_53.jpg,node,31,21,39,30
image_53.jpg,node,4,7,15,16
image_53.jpg,node,14,20,22,26
image_90.jpg,node,19,22,32,34
image_90.jpg,node,16,1,29,9
image_90.jpg,node,29,1,39,7
image_34.jpg,node,4,9,9,14
image_34.jpg,node,12,14,15,21
image_34.jpg,node,23,38,28,44
image_34.jpg,node,22,28,29,35
image_20.jpg,node,21,9,31,18
image_20.jpg,node,33,1,44,12
image_20.jpg,node,40,29,49,41
image_21.jpg,node,36,22,50,42
image_35.jpg,node,26,30,49,40
image_36.jpg,node,7,30,23,45
image_36.jpg,node,15,4,50,40
image_22.jpg,node,1,1,33,39
image_22.jpg,node,39,35,50,47
image_26.jpg,node,34,1,40,7
image_33.jpg,node,35,32,40,38
image_33.jpg,node,13,34,18,39
image_33.jpg,node,2,35,8,40
image_27.jpg,node,18,16,32,30
image_27.jpg,node,29,26,36,32
image_27.jpg,node,38,13,44,19
image_31.jpg,node,5,1,13,8
image_31.jpg,node,14,29,22,35
image_31.jpg,node,13,46,23,50
image_31.jpg,node,28,30,39,37
image_31.jpg,node,20,16,32,37
image_31.jpg,node,38,9,50,23
image_25.jpg,node,45,19,50,28
image_25.jpg,node,21,43,26,48
image_25.jpg,node,2,43,10,49
image_25.jpg,node,11,43,18,48
image_25.jpg,node,18,17,33,30
image_19.jpg,node,30,23,37,29
image_19.jpg,node,25,36,30,41
image_19.jpg,node,14,43,20,49
image_19.jpg,node,3,26,13,33
image_24.jpg,node,1,1,10,10
image_24.jpg,node,21,36,31,44
image_30.jpg,node,27,32,50,50
image_30.jpg,node,7,5,18,12
image_30.jpg,node,18,18,34,34
