filename,class,xmin,ymin,xmax,ymax
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_49.jpg,node,43,16,50,25
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_61.jpg,node,13,5,20,18
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_61.jpg,node,22,20,32,28
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_75.jpg,node,21,18,32,31
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_75.jpg,node,28,30,35,41
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_74.jpg,node,12,36,18,43
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_74.jpg,node,27,4,33,10
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_48.jpg,node,33,12,47,27
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_48.jpg,node,28,1,49,13
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_48.jpg,node,29,30,44,45
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_48.jpg,node,1,21,11,43
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_48.jpg,node,18,20,32,32
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_9.jpg,node,1,25,10,35
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_9.jpg,node,43,33,50,48
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_9.jpg,node,10,17,34,40
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_9.jpg,node,1,1,10,5
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_59.jpg,node,6,27,17,43
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_71.jpg,node,1,29,7,38
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_71.jpg,node,3,45,12,50
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_94.jpg,node,4,3,38,38
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_80.jpg,node,26,36,37,46
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_80.jpg,node,6,6,17,12
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_80.jpg,node,38,15,50,24
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_2.jpg,node,19,20,31,32
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_43.jpg,node,18,20,50,50
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_42.jpg,node,36,43,41,49
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_3.jpg,node,12,44,16,49
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_56.jpg,node,16,9,41,39
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_56.jpg,node,23,40,30,46
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_56.jpg,node,1,1,10,13
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_56.jpg,node,4,15,16,26
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_56.jpg,node,3,29,12,38
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_56.jpg,node,14,41,22,50
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_95.jpg,node,22,32,33,43
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_95.jpg,node,21,45,33,50
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_83.jpg,node,16,35,26,45
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_83_clhe.jpg,node,15,27,26,35
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_40.jpg,node,22,22,31,30
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_54.jpg,node,37,24,47,32
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_54.jpg,node,23,42,28,49
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_54.jpg,node,16,43,23,48
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_54.jpg,node,25,38,35,44
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_54.jpg,node,23,23,28,28
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_55.jpg,node,22,22,29,28
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_55.jpg,node,43,14,49,21
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_55.jpg,node,27,30,31,36
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_0.jpg,node,18,7,25,12
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_86.jpg,node,18,22,24,30
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_86.jpg,node,27,1,34,7
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_86.jpg,node,9,1,16,7
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_86.jpg,node,5,10,15,17
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_92.jpg,node,17,18,32,33
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_45.jpg,node,37,26,45,35
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_45.jpg,node,1,7,27,46
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_45.jpg,node,36,6,50,22
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_4.jpg,node,41,1,50,7
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_4.jpg,node,23,5,28,12
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_4.jpg,node,11,1,22,10
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_4.jpg,node,19,16,27,22
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_4.jpg,node,1,1,4,7
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_51.jpg,node,34,33,41,39
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_51.jpg,node,36,1,48,8
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_78.jpg,node,23,37,30,44
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_78.jpg,node,20,21,31,29
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_78.jpg,node,37,35,43,41
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_78.jpg,node,7,26,13,33
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_78.jpg,node,45,23,50,30
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_78.jpg,node,33,45,40,50
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_5.jpg,node,42,1,50,6
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_5.jpg,node,42,17,48,24
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_50.jpg,node,18,41,24,47
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_50.jpg,node,12,30,19,35
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_50.jpg,node,19,17,25,24
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_50.jpg,node,8,15,12,19
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_87.jpg,node,32,33,42,48
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_91.jpg,node,18,20,30,31
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_91.jpg,node,25,34,34,47
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_85.jpg,node,7,17,18,25
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_85.jpg,node,2,3,15,11
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_85.jpg,node,15,41,23,50
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_85.jpg,node,20,21,35,33
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_85.jpg,node,33,37,46,46
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_52.jpg,node,39,21,50,32
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_52.jpg,node,40,3,49,21
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_52.jpg,node,19,22,32,32
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_52.jpg,node,9,30,21,42
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_7.jpg,node,11,21,46,50
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_46.jpg,node,2,11,12,23
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_46.jpg,node,3,42,13,50
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_46.jpg,node,9,22,45,50
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_47.jpg,node,5,1,11,10
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_53.jpg,node,28,40,50,50
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_53.jpg,node,31,21,39,30
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_53.jpg,node,4,7,15,16
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_53.jpg,node,14,20,22,26
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_90.jpg,node,19,22,32,34
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_90.jpg,node,16,1,29,9
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_90.jpg,node,29,1,39,7
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_34.jpg,node,4,9,9,14
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_34.jpg,node,12,14,15,21
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_34.jpg,node,23,38,28,44
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_34.jpg,node,22,28,29,35
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_20.jpg,node,21,9,31,18
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_20.jpg,node,33,1,44,12
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_20.jpg,node,40,29,49,41
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_21.jpg,node,36,22,50,42
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_35.jpg,node,26,30,49,40
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_36.jpg,node,7,30,23,45
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_36.jpg,node,15,4,50,40
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_22.jpg,node,1,1,33,39
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_22.jpg,node,39,35,50,47
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_26.jpg,node,34,1,40,7
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_33.jpg,node,35,32,40,38
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_33.jpg,node,13,34,18,39
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_33.jpg,node,2,35,8,40
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_27.jpg,node,18,16,32,30
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_27.jpg,node,29,26,36,32
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_27.jpg,node,38,13,44,19
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_31.jpg,node,5,1,13,8
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_31.jpg,node,14,29,22,35
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_31.jpg,node,13,46,23,50
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_31.jpg,node,28,30,39,37
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_31.jpg,node,20,16,32,37
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_31.jpg,node,38,9,50,23
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_25.jpg,node,45,19,50,28
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_25.jpg,node,21,43,26,48
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_25.jpg,node,2,43,10,49
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_25.jpg,node,11,43,18,48
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_25.jpg,node,18,17,33,30
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_19.jpg,node,30,23,37,29
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_19.jpg,node,25,36,30,41
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_19.jpg,node,14,43,20,49
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_19.jpg,node,3,26,13,33
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_24.jpg,node,1,1,10,10
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_24.jpg,node,21,36,31,44
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_30.jpg,node,27,32,50,50
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_30.jpg,node,7,5,18,12
C:\Users\ASUS\Desktop\deeplearning-project\CLHAE_images\image_30.jpg,node,18,18,34,34
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_13_stretched.jpg,node,21,14,50,39
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_17_stretched.jpg,node,1,30,20,50
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_21_stretched.jpg,node,34,23,50,42
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_22_stretched.jpg,node,1,4,29,35
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_27_stretched.jpg,node,19,16,35,34
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_29_stretched.jpg,node,19,19,30,31
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_29_stretched.jpg,node,6,3,15,11
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_36_stretched.jpg,node,6,29,24,45
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_36_stretched.jpg,node,13,5,50,41
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_43_stretched.jpg,node,15,17,50,50
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_45_stretched.jpg,node,1,8,28,44
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_46_stretched.jpg,node,10,22,45,50
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_52_stretched.jpg,node,41,22,50,33
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_52_stretched.jpg,node,21,22,31,32
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_56_stretched.jpg,node,15,10,42,45
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_56_stretched.jpg,node,6,15,14,26
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_75_stretched.jpg,node,19,19,34,30
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_75_stretched.jpg,node,29,32,36,40
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_77_stretched.jpg,node,18,19,32,34
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_7_stretched.jpg,node,8,19,47,50
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_84_stretched.jpg,node,35,25,50,50
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_84_stretched.jpg,node,16,32,36,50
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_89_stretched.jpg,node,26,8,43,22
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_89_stretched.jpg,node,24,23,33,31
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_90_stretched.jpg,node,22,21,31,33
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_90_stretched.jpg,node,35,15,48,30
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_90_stretched.jpg,node,18,1,28,8
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_91_stretched.jpg,node,20,19,30,32
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_91_stretched.jpg,node,25,35,37,48
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_92_stretched.jpg,node,12,16,33,33
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_93_stretched.jpg,node,34,31,45,50
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_93_stretched.jpg,node,26,1,42,17
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_94_stretched.jpg,node,4,6,40,37
C:\Users\ASUS\Desktop\deeplearning-project\stretched_images\image_9_stretched.jpg,node,3,12,36,45
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_11_wiener_filtered.jpg,node,23,33,35,48
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_11_wiener_filtered.jpg,node,1,35,7,49
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_11_wiener_filtered.jpg,node,1,13,34,33
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_11_wiener_filtered.jpg,node,23,33,35,48
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_12_wiener_filtered.jpg,node,16,19,32,30
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_13_wiener_filtered.jpg,node,23,1,50,43
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_14_wiener_filtered.jpg,node,36,9,49,37
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_14_wiener_filtered.jpg,node,30,31,40,43
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_14_wiener_filtered.jpg,node,1,16,6,44
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_15_wiener_filtered.jpg,node,21,22,33,36
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_17_wiener_filtered.jpg,node,1,34,19,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_18_wiener_filtered.jpg,node,18,20,30,30
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_19_wiener_filtered.jpg,node,4,25,12,33
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_19_wiener_filtered.jpg,node,25,9,38,17
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_19_wiener_filtered.jpg,node,34,27,50,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_20_wiener_filtered.jpg,node,32,1,43,12
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_20_wiener_filtered.jpg,node,22,10,31,18
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_20_wiener_filtered.jpg,node,19,23,31,32
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_22_wiener_filtered.jpg,node,41,35,50,46
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_22_wiener_filtered.jpg,node,1,1,32,39
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_23_wiener_filtered.jpg,node,19,19,33,35
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_23_wiener_filtered.jpg,node,10,1,22,14
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_24_wiener_filtered.jpg,node,2,2,10,10
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_27_wiener_filtered.jpg,node,19,18,33,30
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_27_wiener_filtered.jpg,node,12,4,21,14
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_29_wiener_filtered.jpg,node,5,1,16,11
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_29_wiener_filtered.jpg,node,19,21,31,30
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_2_wiener_filtered.jpg,node,20,21,30,30
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_2_wiener_filtered.jpg,node,39,1,50,11
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_2_wiener_filtered.jpg,node,2,16,11,29
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_2_wiener_filtered.jpg,node,31,37,48,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_2_wiener_filtered.jpg,node,1,43,5,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_30_wiener_filtered.jpg,node,20,19,32,32
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_30_wiener_filtered.jpg,node,8,5,17,12
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_31_wiener_filtered.jpg,node,38,10,48,19
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_31_wiener_filtered.jpg,node,21,17,32,34
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_31_wiener_filtered.jpg,node,5,1,12,7
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_34_wiener_filtered.jpg,node,12,23,20,33
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_36_wiener_filtered.jpg,node,7,30,23,46
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_36_wiener_filtered.jpg,node,17,1,50,40
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_38_wiener_filtered.jpg,node,22,20,31,30
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_3_wiener_filtered.jpg,node,18,22,35,31
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_40_wiener_filtered.jpg,node,22,22,28,29
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_41_wiener_filtered.jpg,node,1,32,17,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_42_wiener_filtered.jpg,node,35,43,42,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_42_wiener_filtered.jpg,node,20,2,31,12
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_44_wiener_filtered.jpg,node,20,19,32,30
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_45_wiener_filtered.jpg,node,34,5,50,21
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_45_wiener_filtered.jpg,node,1,7,30,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_46_wiener_filtered.jpg,node,2,11,15,23
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_46_wiener_filtered.jpg,node,3,43,14,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_46_wiener_filtered.jpg,node,10,19,45,50
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_47_wiener_filtered.jpg,node,4,1,12,8
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_47_wiener_filtered.jpg,node,10,4,19,21
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_48_wiener_filtered.jpg,node,30,31,43,46
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_48_wiener_filtered.jpg,node,35,16,47,27
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_48_wiener_filtered.jpg,node,15,16,31,32
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_48_wiener_filtered.jpg,node,1,21,12,41
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_48_wiener_filtered.jpg,node,27,1,49,13
C:\Users\ASUS\Desktop\deeplearning-project\wiener_filtered_images\image_4_wiener_filtered.jpg,node,41,1,50,7
