filename,class,xmin,ymin,xmax,ymax
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_4.jpg,node,1,2,4,6
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_40.jpg,node,45,33,50,39
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_40.jpg,node,21,22,30,30
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_42.jpg,node,36,43,41,49
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_42.jpg,node,26,39,31,44
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_43.jpg,node,17,17,50,50
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_44.jpg,node,34,43,39,48
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_44.jpg,node,44,28,50,35
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_44.jpg,node,20,19,34,30
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_45.jpg,node,37,26,45,33
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_45.jpg,node,1,6,28,44
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_45.jpg,node,35,5,50,22
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_46.jpg,node,2,11,14,22
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_46.jpg,node,5,42,13,50
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_46.jpg,node,9,18,42,50
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_48.jpg,node,36,17,46,26
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_48.jpg,node,28,2,43,11
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_48.jpg,node,30,33,43,44
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_48.jpg,node,19,21,30,31
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_48.jpg,node,1,21,11,43
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_49.jpg,node,45,17,49,23
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_49.jpg,node,24,13,30,18
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_50.jpg,node,18,18,24,23
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_50.jpg,node,26,8,33,15
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_50.jpg,node,41,10,48,17
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_52.jpg,node,21,23,31,32
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_52.jpg,node,38,22,50,32
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_52.jpg,node,41,4,50,20
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_52.jpg,node,10,30,21,41
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_53.jpg,node,27,40,50,50
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_53.jpg,node,33,23,38,29
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_53.jpg,node,4,8,11,14
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_54.jpg,node,46,37,50,45
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_54.jpg,node,39,26,45,30
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_54.jpg,node,24,43,28,49
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_55.jpg,node,23,23,28,28
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_55.jpg,node,7,38,12,44
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_56.jpg,node,15,8,41,42
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_56.jpg,node,1,1,11,13
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_56.jpg,node,3,14,15,27
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_56.jpg,node,3,28,11,38
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_59.jpg,node,7,28,18,43
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_61.jpg,node,22,22,32,28
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_61.jpg,node,12,5,22,17
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_64.jpg,node,10,32,17,40
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_7.jpg,node,11,20,46,50
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_71.jpg,node,1,30,7,37
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_71.jpg,node,5,47,12,50
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_74.jpg,node,12,26,18,31
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_74.jpg,node,28,6,33,9
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_74.jpg,node,13,38,17,42
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_75.jpg,node,6,19,32,35
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_75.jpg,node,33,13,50,27
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_79.jpg,node,9,37,18,43
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_8.jpg,node,39,19,47,29
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_80.jpg,node,6,4,18,11
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_80.jpg,node,28,37,37,46
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_80.jpg,node,15,21,19,26
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_80.jpg,node,22,22,37,33
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_80.jpg,node,41,15,50,23
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_85.jpg,node,32,36,44,46
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_85.jpg,node,13,40,23,50
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_85.jpg,node,21,23,35,32
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_85.jpg,node,7,18,19,25
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_86.jpg,node,27,1,33,7
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_86.jpg,node,9,1,16,7
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_86.jpg,node,17,23,25,29
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_86.jpg,node,1,5,15,18
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_87.jpg,node,32,35,44,48
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_87.jpg,node,18,1,24,7
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_87.jpg,node,43,23,49,30
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_88.jpg,node,8,7,17,17
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_89.jpg,node,26,7,40,20
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_89.jpg,node,23,21,32,31
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_89.jpg,node,21,42,25,46
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_89.jpg,node,34,28,39,33
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_89.jpg,node,30,45,35,50
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_9.jpg,node,42,34,50,47
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_9.jpg,node,2,25,9,34
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_9.jpg,node,1,1,8,4
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_9.jpg,node,7,14,35,42
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_90.jpg,node,20,21,31,34
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_90.jpg,node,37,16,48,30
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_90.jpg,node,17,1,39,6
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_90.jpg,node,1,1,16,45
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_91.jpg,node,20,1,25,4
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_91.jpg,node,20,21,30,31
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_91.jpg,node,25,36,34,46
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_91.jpg,node,28,16,37,28
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_92.jpg,node,16,19,32,33
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_92.jpg,node,31,3,36,6
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_92.jpg,node,42,19,46,24
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_94.jpg,node,1,26,6,44
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_94.jpg,node,3,3,36,38
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_95.jpg,node,21,32,32,44
C:\Users\ASUS\Desktop\deeplearning-project\dataset\image_95.jpg,node,21,45,36,50
